#VALIDAÇÃO	Update
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte: índios permanecem no local após término do prazo..
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte: índios permanecem no local após término do prazo..
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte: índios permanecem no local após término do prazo...
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte.
Neutra	Índios ameaçam incendiar canteiro da usina de belo monte:      via egomezislas.
Neutra	"Índios ameaçam incendiar canteiro da usina de belo monte:#índios continuam no canteiro belo monte, apesar do fim do prazo para #desocupação: 30/05…."
Neutra	Indios ameaçam incendiar canteiro de belo monte  jb.
Neutra	Índios ameaçam incendiar veículos em belo monte     #folha.
Excluído	Índios ameaçam incendiar veículos em belo monte -..
Neutra	"Índios ameaçam incendiar veículos em belo monte: o ccbm  consórcio construtor de belo monte , respon..."
Neutra	"Índios ameaçam incendiar veículos em belo monte: o ccbm  consórcio construtor de belo monte , responsá.."
Neutra	"Índios ameaçam incendiar veículos em belo monte: o ccbm  consórcio construtor de belo monte , responsável pela.."
Neutra	"Índios ameaçam incendiar veículos em belo monte: o ccbm  consórcio construtor de belo monte , responsável pela.."
Neutra	"Índios ameaçam incendiar veículos em belo monte: o ccbm  consórcio construtor de belo monte , responsável pela.."
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam incendiar veículos em belo monte.
Neutra	Índios ameaçam queimar caminhões e escritório em belo monte     jornaloglobo.
Positiva	"Índios ameaçam queimar caminhões e escritório em belo monte: vitória do xingu, pará - o grupo de índios da tri.."
Positiva	"Índios ameaçam queimar caminhões e escritório em belo monte: vitória do xingu, pará - o grupo de índios da tri.."
Positiva	"Índios ameaçam queimar caminhões e escritório em belo monte: vitória do xingu, pará - o.."
Neutra	Índios ameaçam queimar caminhões e escritório em belo monte.
Neutra	Índios continuam em belo monte após fim de prazo para desocupação - terra brasil      via terranoticiasbr.
Neutra	Índios continuam em belo monte após fim de prazo para desocupação: cerca de 150 índios continuam ocupando um d..
Neutra	Índios continuam em belo monte após fim de prazo para desocupação.
Neutra	Índios continuam em belo monte após fim de prazo para desocupação.
Neutra	Índios continuam em belo monte após fim de prazo para desocupação.
Neutra	Índios continuam em belo monte após fim de prazo para desocupação.
Neutra	"Índios continuam em belo monte, apesar do fim do prazo para desocupação:#índios continuam no canteiro belo monte, apesar do fim do prazo para #desocupação     #canteirodeobras #belomonte."
Neutra	"Índios continuam em belo monte, apesar do fim do prazo para desocupação."
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação     #uol.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação     #uol.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação     #uol.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação     #uol.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação     #uol.
Neutra	índios continuam no canteiro belo monte após fim do prazo para desocupação     #uol.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação     #uol.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação     #uol.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação     #uol.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação     #viaappuolnoticias.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação -.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação -.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação via uolnoticias #uol.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação.
Neutra	Índios continuam no canteiro belo monte após fim do prazo para desocupação.
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação      #sangueindígena."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação: 30/05/2013…."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação: confira as últimas notícias .."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo para desocupação."
Neutra	"Índios continuam no canteiro belo monte, apesar do fim do prazo."
Neutra	"Índios continuam no canteiro belo monte, e o clima começa a ficar tenso."
Neutra	"Índios continuam no canteiro belo monte, e o clima começa a ficar tenso."
Neutra	"Índios continuam no canteiro belo monte, e o clima começa a ficar tenso."
Neutra	Índios continuam no canteiro belo monte.
Negativa	Índios continuam ocupando o canteiro de belo monte     via cartacapital.
Negativa	Índios continuam ocupando o canteiro de belo monte     via cartacapital.
Negativa	Índios continuam ocupando o canteiro de belo monte     vía cartacapital.
Negativa	"Índios continuam ocupando o canteiro de belo monte - grupo quer presença de gilberto carvalho no canteiro, mas m.."
Negativa	"Índios continuam ocupando o canteiro de belo monte - grupo quer presença de gilberto carvalho no canteiro, mas m.."
Negativa	"Índios continuam ocupando o canteiro de belo monte - grupo quer presença de gilberto carvalho no canteiro, mas m.."
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Negativa	Índios continuam ocupando o canteiro de belo monte |.
Neutra	Índios continuam ocupando o canteiro de belo monte: grupo quer presença de gilberto carvalho n...
Negativa	"Índios continuam ocupando o canteiro de belo monte: grupo quer presença de gilberto carvalho no canteiro, mas .."
Negativa	"Índios continuam ocupando o canteiro de belo monte: grupo quer presença de gilberto carvalho no canteiro, mas .."
Neutra	Índios dizem que não vão sair de canteiro de obras de belo monte.
Excluído	Indios em belo monte!
Neutra	"Índios entram em acordo, mas não desocupam canteiro de belo monte -."
Neutra	"Índios entram em acordo, mas não desocupam canteiro de belo monte."
Neutra	"Índios entram em acordo, mas não desocupam canteiro de belo monte."
Neutra	"Índios entram em acordo, mas não desocupam canteiro de belo monte."
Neutra	"Índios entram em acordo, mas não desocupam canteiro de belo monte."
Neutra	"Índios entram em acordo, mas não desocupam canteiro de belo monte."
Neutra	Índios estão ameaçando tocar fogo em caminhões no canteiro de obras em belo monte.
Negativa	Índios mantêm ocupação em belo monte e ameaçam destruir canteiro de obras     via veja.
Negativa	Índios mantêm ocupação em belo monte e ameaçam destruir canteiro de obras: segundo consórcio q..
Negativa	Índios mantêm ocupação em belo monte e ameaçam destruir canteiro de obras.
Negativa	Índios mantêm ocupação em belo monte e ameaçam destruir canteiro de obras.
Negativa	Índios mantêm ocupação em belo monte e ameaçam destruir canteiro de obras.
Negativa	Índios mantêm ocupação em belo monte e ameaçam destruir canteiro de obras.
Negativa	Índios mantêm ocupação em belo monte e ameaçam destruir canteiro de obras.
Negativa	Índios mantêm ocupação em belo monte e ameaçam destruir canteiro de obras.
Negativa	Índios mantêm ocupação em belo monte e ameaçam destruir canteiro de obras.
Negativa	Índios mantêm ocupação em belo monte e ameaçam destruir canteiro de obras.
